cable wrist curl,Arms,Forearm,Strength,Beginner,Cable,2
calf press,Lower legs,Calves,Strength,Beginner,Body,2
calf press on leg press machine,Lower legs,Calves,Strength,Beginner,Machine,2
calf raise on a dumbbell,Lower legs,Calves,Strength,Beginner,Dumbbell,1
calf raises - with bands,Lower legs,Calves,Strength,Beginner,Bands,1
calf stretch elbows against wall,Lower legs,Calves,Stretching,Beginner,Body,1 or 3
calf stretch hands against wall,Lower legs,Calves,Stretching,Beginner,Body,1 or 3
calf machine shoulder shrug,Shoulders,Traps,Strength,Beginner,Machine,2
Calf foam roll,Lower legs,Calves,Stretching,Beginner,Foam roll,1 or 3
car deadlift,Upper legs,Quadriceps,Strength,Beginner,Other,2
car drivers,Shoulders,,Strength,Intermediate,Other,1 or 3
carioca quick step,Upper legs,Adductors,Plyometrics,Intermediate,Body,1 or 3
cat cow,Back,,Stretching,Beginner,Body,1 or 3
catch and overhead throw,Back,,Plyometrics,Beginner,Medicine ball,1 or 3
chain handle extension,Triceps,,Powerlifting,Beginner,Other,2
chain press,Chest,,Powerlifting,Beginner,Other,2
chair leg extended stretch,Upper legs,Hamstrings,Stretching,Beginner,Other,1 or 3
chair lower back stretch,Back,Lats,Stretching,Beginner,Other,1 or 3
chair squat,Upper legs,Quadriceps,Stretching,Beginner,Other,1 or 3
chair upper body stretch,Shoulders,,Stretching,Beginner,Other,1 or 3
chest and front of shoulder stretch,Chest,Shoulders,Stretching,Beginner,Other,1 or 3
chest push,Chest,,Plyometrics,Beginner,Medicine ball,1 or 3
chest push from 3 point stance,Chest,,Plyometrics,Beginner,Medicine ball,1 or 3
chest push with run release,Chest,,Plyometrics,Beginner,Medicine ball,1 or 3
chest stretch on stability ball,Chest,,Stretching,Beginner,Exercise ball,1 or 3
child's pose,Back,,Stretching,Beginner,Body,1 or 3
chin to chest stretch,Neck,,Stretching,Beginner,Body,1 or 3
chin-up,Back,,Strength,Intermediate,Body,2
circus bell,Shoulders,,Strongman,Beginner,Other,2
clean,Upper legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
clean and jerk,Shoulders,Upper legs,Olympic Weightlifting,Intermediate,Barbell,2
clean and press,Shoulders,Upper legs,Olympic Weightlifting,Intermediate,Barbell,2
clean deadlift,Upper legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
clean from blocks,Upper legs,Quadriceps,Olympic Weightlifting,Expert,Barbell,2
clean pull,Upper legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
clean shrug,Shoulders,Traps,Olympic Weightlifting,Intermediate,Barbell,2
clock push-up,Chest,,Strength,Beginner,Body,1
close-grip barbell bench press,Chest,Triceps,Strength,Intermediate,Barbell,2
close-grip dumbbell press,Chest,Triceps,Strength,Intermediate,Dumbbell,2
close-grip ez bar curl,Arms,Biceps,Strength,Intermediate,Ez bar,2
close-grip ez-bar curl with band,Arms,Biceps,Strength,Intermediate,Ez bar,2
close-grip ez-bar bench press,Chest,Triceps,Strength,Intermediate,EZ bar,2
close-grip front lat pulldown,Back,Lats,Strength,Intermediate,Cable,2
close-grip push-up off of a dumbbell,Arms,Triceps,Strength,Intermediate,Dumbbell,2
close-grip standing barbell curl,Arms,Biceps,Strength,Beginner,Barbell,2
cocoons,Abs,,Strength,Intermediate,Body,1
conan's wheel,Upper legs,Quadriceps,Strongman,Beginner,Other,5
concentration curls,Arms,Biceps,Strength,Beginner,Dumbbell,2
cross body hammer curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
band crossover,Chest,,Strength,Intermediate,Bands,1
cross-body crunch,Abs,,Strength,Beginner,Body,1
crossover reverse lunge,Back,,Stretching,Beginner,Body,1 or 3
crucifix,Shoulders,,Strongman,Beginner,Other,5
crunch - hands overhead,Abs,,Strength,Beginner,Body,2
crunch - legs on exercise ball,Abs,,Strength,Intermediate,Exercise ball,2
crunches,Abs,,Strength,Beginner,Body,2
cuban press,Shoulders,,Strength,Intermediate,Body,2
dancer's stretch,Back,,Stretching ,Beginner,Body,1 or 3
deadlift with bands,Back,,Strength,Beginner,Bands,2
deadlift with chains,Back,,Powerlifting,Intermediate,Other,2
decline barbell bench press,Chest,,Strength,Intermediate,Barbell,2
decline close-grip bench to skull crusher,Arms,Triceps,Strength,Beginner,Barbell,2
decline crunch,Abs,,Strength,Intermediate,Body,2
decline dumbbell bench press,Chest,,Strength,Intermediate,Dumbbell,2
decline dumbbell flyes,Chest,,Strength,Intermediate,Dumbbell,2
decline dumbbell triceps extension,Arms,Triceps,Strength,Beginner,Dumbbell,2
decline ez bar triceps extension,Arms,Triceps,Strength,Intermediate,Ez bar,2
decline oblique crunch,Abs,,Strength,Intermediate,Body,2
decline push-up,Chest,,Strength,Intermediate,Body,1
decline reverse crunch,Abs,,Strength,Intermediate,Body,1
decline smith press,Chest,,Strength,Beginner,Machine,2
deficit deadlift,Back,,Powerlifting,Beginner,Barbell,2
depth jump leap,Upper legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
dip machine,Arms,Triceps,Strength,Beginner,Machine,2
Chest dips,Chest,,Strength,Intermediate,Other,2
Tricep dips,Arms,Triceps,Strength,Intermediate,Other,2
donkey calf raises,Lower legs,Calves,Strength,Intermediate,Other,2
double kettlebell alternating hang clean,Upper legs,Hamstrings,Strength,Beginner,Kettlebells,2
double kettlebell jerk,Shoulders,,Strength,Beginner,Kettlebells,2
double kettlebell push press,Shoulders,,Strength,Beginner,Kettlebells,2
double kettlebell snatch,Shoulders,,Strength,Beginner,Kettlebells,2
double kettlebell windmill,Shoulders,Abs,Strength,Intermediate,Kettlebells,2
double leg butt kick,Upper legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
downward facing balance,Glutes,,Strength,Beginner,Exercise ball,1
drag curl,Arms,Biceps,Strength,Beginner,Barbell,2
drop push,Chest,,Plyometrics,Beginner,Other,1
dumbbell alternate bicep curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
dumbbell bench press,Chest,,Strength,Intermediate,Dumbbell,2
dumbbell bench press with neutral grip,Chest,,Strength,Intermediate,Dumbbell,2
dumbbell bicep curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
dumbbell clean,Upper legs,Hamstrings,Strength,Intermediate,Dumbbell,2
dumbbell floor press,Arms,Triceps,Strength,Intermediate,Dumbbell,2
dumbbell flyes,Chest,,Strength,Intermediate,Dumbbell,2
dumbbell incline row,Back,,Strength,Intermediate,Dumbbell,2
dumbbell incline shoulder raise,Shoulders,,Strength,Beginner,Dumbbell,2
dumbbell lunges,Upper legs,Quadriceps,Strength,Intermediate,Dumbbell,2
dumbbell lying one-arm rear lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
dumbbell lying pronation,Arms,Forearms,Strength,Intermediate,Dumbbell,2
dumbbell lying rear lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
dumbbell lying supination,Arms,Forearms,Strength,Intermediate,Dumbbell,2
dumbbell one-arm shoulder press,Shoulders,,Strength,Intermediate,Dumbbell,2
dumbbell one-arm triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
dumbbell one-arm upright row,Shoulders,,Strength,Intermediate,Dumbbell,2
dumbbell prone incline curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
dumbbell front raise,Shoulders,,Strength,Intermediate,Dumbbell,2
dumbbell rear lunge,Upper legs,Quadriceps,Strength,Intermediate,Dumbbell,2
dumbbell scaption,Shoulders,,Strength,Beginner,Dumbbell,2
dumbbell seated box jump,Upper legs,Quadriceps,Plyometrics,Intermediate,Dumbbell,2
dumbbell seated one-leg calf raise,Lower legs,Calves,Strength,Beginner,Dumbbell,2
dumbbell shoulder press,Shoulders,,Strength,Beginner,Dumbbell,2
dumbbell shrug,Shoulders,,Strength,Beginner,Dumbbell,2
dumbbell side bend,Abs,,Strength,Beginner,Dumbbell,2
dumbbell squat,Upper legs,Quadriceps,Strength,Beginner,Dumbbell,2
dumbbell squat to a bench,Upper legs,Quadriceps,Strength,Beginner,Dumbbell,2
dumbbell step-ups,Upper legs,Quadriceps,Strength,Intermediate,Dumbbell,2
dumbbell tricep extension -pronated grip,Arms,Triceps,Strength,Beginner,Dumbbell,2
dynamic back stretch,Back,Lats,Stretching,Beginner,Body,1 or 3
dynamic chest stretch,Chest,,Stretching,Beginner,Body,1 or 3
elbow circles,Shoulders,,Stretching,Beginner,Body,1 or 3
elbow to knee crunch,Abs,,Strength,Intermediate,Body,2
elbows back,Chest,,Stretching,Beginner,Body,1 or 3
elevated reverse lunge,Upper legs,Quadriceps,Strength,Beginner,Body,1
elevated cable rows,Back,Lats,Strength,Beginner,Cable,2
elliptical trainer,Cardio,,Cardio,Intermediate,Machine,4
exercise ball crunch,Abs,,Strength,Intermediate,Exercise ball,1
exercise ball pull-in,Abs,,Strength,Intermediate,Exercise ball,1
extended range one-arm kettlebell floor press,Chest,,Strength,Beginner,Kettlebells,2
external rotation,Shoulders,,Stretching,Beginner,Body,1
external rotation with band,Shoulders,,Strength,Beginner,Bands,1
external rotation with cable,Shoulders,,Strength,Intermediate,Cable,2
ez-bar curl,Arms,Biceps,Strength,Intermediate,EZ bar,2
ez-bar skullcrusher,Arms,Triceps,Strength,Intermediate,EZ bar,2
face pull,Shoulders,,Strength,Intermediate,Cable,2
farmer's walk,Arms,Forearms,Strongman,Intermediate,Dumbbell,2
Skipping,Cardio,,Cardio,Intermediate,Other,3
finger curls,Arms,Forearms,Strength,Beginner,Barbell,2
flat bench cable flyes,Chest,,Strength,Intermediate,Cable,2
flat bench leg pull-in,Abs,,Strength,Intermediate,Body,1
flat bench lying leg raise,Abs,,Strength,Intermediate,Body,1
flexor incline dumbbell curls,Arms,Biceps,Strength,Beginner,Dumbbell,2
floor glute-ham raise,Upper legs,Hamstrings,Strength,Beginner,Body,1
floor press,Arms,Triceps,Powerlifting,Beginner,Barbell,2
floor press with chains,Arms,Triceps,Powerlifting,Beginner,Other,2
flutter kicks,Glutes,,Strength,Intermediate,Body,1 or 3
foot roller,Lower Legs,Calves,Stretching,Beginner,Other,1 or 3
forward drag with press,Chest,,Strongman,Beginner,Other,5
frankenstein squat,Upper legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
freehand jump squat,Upper legs,Quadriceps,Strength,Intermediate,Body,1
frog hops,Upper legs,Quadriceps,Stretching,Beginner,Body,1 or 3
frog sit-ups,Abs,,Strength,Intermediate,Body,1
front barbell squat,Upper legs,Quadriceps,Strength,Intermediate,Barbell,2
front barbell squat to a bench,Upper legs,Quadriceps,Strength,Intermediate,Barbell,2
front box jump,Upper legs,Hamstrings,Plyometrics,Intermediate,Other,1 or 3
front cable raise,Shoulders,,Strength,Intermediate,Cable,2
front cone hops,Upper legs,Quadriceps,Plyometrics,Beginner,Other,1 or 3
front dumbbell raise,Shoulders,,Strength,Beginner,Dumbbell,2
front incline dumbbell raise,Shoulders,,Strength,Intermediate,Dumbbell,2
front leg raises,Upper legs,,Stretching,Beginner,Body,1 or 3
front plate raise,Shoulders,,Strength,Intermediate,Other,2
front raise and pullover,Chest,,Strength,Beginner,Barbell,2
front squat (clean grip),Upper legs,Quadriceps,Strength,Beginner,Barbell,2
front squats with two kettlebells,Upper legs,Quadriceps,Strength,Intermediate,Kettlebells,2
front two-dumbbell raise,Shoulders,,Strength,Intermediate,Kettlebells,2
full range-of-motion lat pulldown,Shoulders,,Strength,Beginner,Cable,2
gironda sternum chins,Shoulders,,Strength,Beginner,Other,2
glute ham raise,Upper legs,Hamstrings,Powerlifting,Intermediate,Machine,2
glute kickback,Glutes,,Strength,Beginner,Body,1
goblet squat,Upper legs,Quadriceps,Strength,Intermediate,Kettlebells,2
good morning,Upper legs,Hamstrings,Powerlifting,Intermediate,Barbell,2
good morning off pins,Upper legs,Hamstrings,Powerlifting,Beginner,Barbell,2
gorilla chin/crunch,Abs,,Strength,Intermediate,Body,2
groin and back stretch,Upper legs,Adductors,Stretching,Beginner,Body,1 or 3
groiners,Upper legs,Adductors,Stretching,Beginner,Body,1 or 3
hack squat,Upper legs,Quadriceps,Strength,Intermediate,Machine,2
hammer curls,Arms,Biceps,Strength,Intermediate,Dumbbell,2
hammer grip incline dumbbell bench press,Chest,,Strength,Beginner,Dumbbell,2
hamstring stretch,Upper legs,Hamstrings,Stretching,Beginner,Body,1 or 3
hamstring foam roll,Upper legs,Hamstrings,Stretching,Beginner,Foam roll,1 or 3
handstand push-ups,Shoulders,,Strength,Expert,Body,1
hang clean,Upper legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
hang clean - below the knees,Upper legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
hang snatch,Upper legs,Hamstrings,Olympic Weightlifting,Beginner,Barbell,2
hang snatch - below knees,Upper legs,Hamstrings,Olympic Weightlifting,Beginner,Barbell,2
hanging bar good morning,Upper legs,Hamstrings,Powerlifting,Beginner,Barbell,2
hanging leg raise,Abs,,Strength,Intermediate,Body,2
hanging pike,Abs,,Strength,Intermediate,Body,2
heaving snatch balance,Upper legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
heavy bag thrust,Chest,,Plyometrics,Beginner,Other,1 or 3
high cable curls,Arms,Biceps,Strength,Intermediate,Cable,2
hip circles (prone),Upper legs,Abductors,Stretching,Beginner,Body,1 or 3
hip crossover,Upper legs,,Stretching,Beginner,Body,1 or 3
hip extension with bands,Glutes,,Stretching,Intermediate,Bands,1 or 3
hip flexion with band,Glutes,,Stretching,Intermediate,Bands,1 or 3
hip lift with band,Glutes,,Powerlifting,Beginner,Bands,1
hug a ball,Back,,Stretching,Intermediate,Exercise ball,1 or 3
hug knees to chest,Back,,Stretching,Intermediate,Body,1 or 3
hurdle hops,Upper legs,Hamstrings,Plyometrics,Intermediate,Body,1 or 3
hyperextensions (back extensions),Back,,Strength,Intermediate,Body,2
hyperextensions with no hyperextension bench,Back,,Strength,Beginner,Body,2
iliotibial band foam roll,Upper legs,Abductors,Stretching,Intermediate,Foam roll,1 or 3
incline barbell triceps extension,Arms,Triceps,Strength,Intermediate,Barbell,2
incline bench pull,Back,,Strength,Intermediate,Barbell,2
incline cable chest press,Chest,,Strength,Intermediate,Cable,2
incline cable flye,Chest,,Strength,Intermediate,Cable,2
incline dumbbell bench - palms facing in,Chest,,Strength,Beginner,Dumbbell,2
incline dumbbell curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
incline dumbbell flyes,Chest,,Strength,Beginner,Dumbbell,2
incline dumbbell flyes - with a twist,Chest,,Strength,Intermediate,Dumbbell,2
incline dumbbell press,Chest,,Strength,Beginner,Dumbbell,2
incline hammer curls,Arms,Biceps,Strength,Intermediate,Dumbbell,2
incline inner biceps curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
incline push-up,Chest,,Strength,Intermediate,Body,1
incline push-up close-grip,Triceps,,Strength,Intermediate,Body,1
incline push-up depth jump,Chest,,Plyometrics,Intermediate,Body,1
incline push-up reverse grip,Chest,,Strength,Beginner,Body,1
incline push-up wide,Chest,,Strength,Intermediate,Body,1
internal rotation with band,Shoulders,,Strength,Beginner,Bands,1
inverted row,Back,,Strength,Intermediate,Other,1
inverted row with straps,Back,,Strength,Beginner,Other,1
iron cross,Shoulders,,Strength,Intermediate,Dumbbell,2
iron crosses stretch,Upper legs,Quadriceps,Stretching,Intermediate,Body,1 or 3
isometric chest squeezes,Chest,,Plyometrics,Beginner,Body,1 or 3
isometric neck exercise - front and back,Neck,,Stretching,Beginner,Body,1 or 3
isometric neck exercise - sides,Neck,,Stretching,Beginner,Body,1 or 3
isometric wipers,Chest,,Strength,Beginner,Body,1 or 3
it band and glute stretch,Upper legs,,Stretching,Intermediate,Body,1 or 3
jackknife sit-up,Abs,,Strength,Intermediate,Body,1
janda sit-up,Abs,,Strength,Beginner,Body,1
jefferson squats,Upper legs,Quadriceps,Strength,Beginner,Barbell,2
jerk balance,Shoulders,,Olympic Weightlifting,Intermediate,Barbell,2
jerk dip squat,Upper legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
jm press,Arms,Triceps,Strength,Beginner,Barbell,2
jogging on treadmill,Cardio,,Cardio,Beginner,Machine,4
keg load,Back,,Strongman,Beginner,Other,5
kettlebell arnold press,Shoulders,,Strength,Beginner,Kettlebells,2
kettlebell dead clean,Upper legs,Hamstrings,Strength,Beginner,Kettlebells,2
kettlebell figure 8,Abs,,Strength,Intermediate,Kettlebells,2
kettlebell hang clean,Upper legs,Hamstrings,Strength,Beginner,Kettlebells,2
kettlebell one-legged deadlift,Upper legs,Hamstrings,Strength,Intermediate,Kettlebells,2
kettlebell pass between the legs,Abs,,Strength,Intermediate,Kettlebells,2
kettlebell pirate ships,Shoulders,,Strength,Intermediate,Kettlebells,2
kettlebell pistol squat,Upper legs,Quadriceps,Strength,Intermediate,Kettlebells,2
kettlebell seated press,Shoulders,,Strength,Beginner,Kettlebells,2
kettlebell seesaw press,Shoulders,,Strength,Intermediate,Kettlebells,2
kettlebell sumo high pull,Shoulders,,Strength,Intermediate,Kettlebells,2
kettlebell thruster,Glutes,,Strength,Intermediate,Kettlebells,2
kettlebell turkish lunge get-up,Shoulders,,Strength,Intermediate,Kettlebells,2
kettlebell turkish squat get-up,Shoulders,,Strength,Intermediate,Kettlebells,2
kettlebell windmill,Abs,,Strength,Intermediate,Kettlebells,2
kipping muscle up,Shoulders,,Strength,Expert,Other,2
knee across the body,Glutes,,Stretching,Intermediate,Body,1 or 3
knee circles,Lower Legs,Calves,Stretching,Beginner,Body,1 or 3
knee tuck jump,Upper legs,Hamstrings,Plyometrics,Intermediate,Body,1 or 3
knee/hip raise on parallel bars,Abs,,Strength,Intermediate,Machine,1
kneeling arm drill,Shoulders,,Plyometrics,Beginner,Body,1 or 3
kneeling cable crunch with alternating oblique twists,Abs,,Strength,Intermediate,Cable,2
kneeling cable triceps extension,Arms,Triceps,Strength,Intermediate,Cable,2
kneeling forearm stretch,Arms,Forearms,Stretching,Beginner,Body,1 or 3
kneeling high pulley row,Back,Lats,Strength,Intermediate,Machine,2
kneeling hip flexor stretch,Upper legs,Quadriceps,Stretching,Beginner,Body,1 or 3
kneeling jump squat,Glutes,,Olympic Weightlifting,Intermediate,Barbell,2
kneeling single-arm high pulley row,Back,Lats,Strength,Intermediate,Machine,2
kneeling squat,Glutes,,Powerlifting,Beginner,Barbell,2
landmine 180's,Abs,,Strength,Intermediate,Other,2
landmine linear jammer,Shoulders,,Strength,Intermediate,Other,2
lateral bound,Upper legs,Adductors,Plyometrics,Beginner,Body,1 or 3
lateral box jump,Upper legs,Adductors,Plyometrics,Intermediate,Other,1 or 3
lateral cone hops,Upper legs,Adductors,Plyometrics,Intermediate,Other,1 or 3
lateral raise with bands,Shoulders,,Strength,Beginner,Bands,1
latissimus dorsi foam roll,Back,Lats,Stretching,Intermediate,Foam roll,3
leg extensions,Upper legs,Quadriceps,Strength,Intermediate,Machine,2
leg lift,Abs,,Strength,Intermediate,Body,1 or 3
leg press,Upper legs,Quadriceps,Strength,Intermediate,Machine,2
leg pull-in,Abs,,Strength,Beginner,Body,1 or 3
